Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21904.1_1
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21905.1_2
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21906.1_3
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21907.1_4
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21908.1_5
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV26199.1_6
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21909.1_7
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21910.1_8
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21911.1_9
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21912.1_10
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21913.1_11
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21914.1_12
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21915.1_13
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV26200.1_14
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21916.1_15
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21917.1_16
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21918.1_17
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21919.1_18
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV26201.1_19
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21920.1_20
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21921.1_21
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21922.1_22
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21923.1_23
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21924.1_24
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21925.1_25
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV26202.1_26
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21926.1_27
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV26203.1_28
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21927.1_29
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21928.1_30
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21929.1_31
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21930.1_32
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21931.1_33
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21932.1_34
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21933.1_35
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21934.1_36
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV26204.1_37
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21935.1_38
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21936.1_39
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21937.1_40
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21938.1_41
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_42
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21939.1_43
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21940.1_44
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21941.1_45
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21942.1_46
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21943.1_47
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21944.1_48
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21945.1_49
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21946.1_50
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21947.1_51
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21948.1_52
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21949.1_53
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21950.1_54
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21951.1_55
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21952.1_56
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21953.1_57
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21954.1_58
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21955.1_59
Salmonella_enterica_subsp_enterica_Infantis >lcl|CP052796.1_prot_QJV21956.1_60
